Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-05 00:00:00-05:00,184.08999633789062,185.72999572753906,182.6199951171875,183.9499969482422,297100,0.0,0.0
2025-03-06 00:00:00-05:00,183.16000366210938,185.1300048828125,180.55999755859375,182.0399932861328,150600,0.0,0.0
2025-03-07 00:00:00-05:00,181.86000061035156,182.75999450683594,179.64999389648438,181.88999938964844,152300,0.0,0.0
2025-03-10 00:00:00-04:00,179.7899932861328,182.7100067138672,178.6699981689453,180.2899932861328,213400,0.0,0.0
2025-03-11 00:00:00-04:00,180.5800018310547,181.8699951171875,179.13999938964844,181.0,244000,0.0,0.0
2025-03-12 00:00:00-04:00,182.61000061035156,183.49000549316406,179.2100067138672,182.97000122070312,342200,0.0,0.0
2025-03-13 00:00:00-04:00,183.6699981689453,186.97000122070312,180.4600067138672,185.0800018310547,386500,0.0,0.0
2025-03-14 00:00:00-04:00,186.3300018310547,189.38999938964844,184.0,189.38999938964844,237000,0.0,0.0
2025-03-17 00:00:00-04:00,189.5,192.1999969482422,188.77999877929688,190.80999755859375,234900,0.0,0.0
2025-03-18 00:00:00-04:00,191.0,193.05999755859375,189.88999938964844,191.66000366210938,231800,0.0,0.0
2025-03-19 00:00:00-04:00,191.24000549316406,194.05999755859375,187.6300048828125,192.4199981689453,310500,0.0,0.0
2025-03-20 00:00:00-04:00,192.0500030517578,197.25999450683594,189.94000244140625,194.27999877929688,320200,0.0,0.0
2025-03-21 00:00:00-04:00,194.27000427246094,194.75999450683594,191.05999755859375,193.50999450683594,402100,0.0,0.0
2025-03-24 00:00:00-04:00,194.16000366210938,195.4600067138672,192.16000366210938,192.16000366210938,172600,0.0,0.0
2025-03-25 00:00:00-04:00,192.80999755859375,197.64999389648438,191.2100067138672,197.39999389648438,368000,0.0,0.0
2025-03-26 00:00:00-04:00,196.8300018310547,197.6199951171875,190.1999969482422,191.67999267578125,543800,0.0,0.0
2025-03-27 00:00:00-04:00,190.57000732421875,194.39999389648438,189.55999755859375,190.6199951171875,481100,0.0,0.0
2025-03-28 00:00:00-04:00,190.83999633789062,191.9600067138672,186.47000122070312,188.16000366210938,244700,0.0,0.0
2025-03-31 00:00:00-04:00,185.4499969482422,187.44000244140625,184.6999969482422,186.16000366210938,421200,0.0,0.0
2025-04-01 00:00:00-04:00,186.89999389648438,193.30999755859375,186.6300048828125,192.5399932861328,237300,0.0,0.0
2025-04-02 00:00:00-04:00,190.6699981689453,193.64999389648438,190.47999572753906,193.60000610351562,208500,0.0,0.0
2025-04-03 00:00:00-04:00,188.47999572753906,192.38999938964844,187.2899932861328,189.22999572753906,269200,0.0,0.0
2025-04-04 00:00:00-04:00,185.17999267578125,185.17999267578125,174.4199981689453,178.74000549316406,646300,0.0,0.0
